~code~flog_score~hints~sid~student_id~time_taken~timestamp~type
1114006_1447540630_23_5_11.95.py~"def num_common_letters(goal_word, guess):
	counter = 0
	cache = []
	for letter in list(goal_word):
		if letter in list(guess) and letter not in cache:
			counter += 1
			cache += letter
	return counter"~10.71~approach~10~1114006~23~1447540630~auto
111703_1447799212_273_4_8.73.py~"def num_common_letters(goal_word, guess):
	first = set(goal_word)
	second = set(guess)
	return len([x for x in first if x in second])"~5.67~auto~21~111703~273~1447799212~auto
111307_1447457963_515_4_5.37.py~"def num_common_letters(goal_word, guess):
	repeated = {character for character in goal_word if character in guess}
	return len(repeated)"~3.58~auto~15~111307~515~1447457963~auto
1113015_1447460523_117_2_7.86.py~"def num_common_letters(goal_word, guess):
	match_list = []
	for x in goal_word:
		if x in guess and x not in match_list:
			match_list.append(x)
	return len(match_list)"~7.54~approach~39~1113015~117~1447460523~auto
1113017_1447462085_1573_6_27.22.py~"def num_common_letters(goal_word, guess):
	goal_matrix = []
	while goal_word:
		if not goal_word[0:1] in goal_matrix:
			goal_matrix.append(goal_word[0:1])
		goal_word = goal_word[1:len(goal_word)]
	return_value = 0
	guess_matrix = []
	while guess:
		if not guess[0:1] in guess_matrix:
			guess_matrix.append(guess[0:1])
		guess = guess[1:len(guess)]
	while guess_matrix:
		if guess_matrix[0] in goal_matrix:
			print(guess_matrix[0])
			return_value += 1
		guess_matrix = guess_matrix[1:len(guess_matrix)]
	return return_value"~23.0~skeleton~3~1113017~1573~1447462085~auto
1114001_1447538689_87_2_8.76.py~"def num_common_letters(goal_word, guess):
	common_letters = []
	for letter in guess:
		if letter in goal_word and letter not in common_letters:
			common_letters.append(letter)
	return len(common_letters)"~7.54~approach~42~1114001~87~1447538689~auto
1113015_1447460403_57_2_9.04.py~"def num_common_letters(goal_word, guess):
	match_list = []
	for x in goal_word:
		if x in guess:
			if x not in match_list:
				match_list.append(x)
	return len(match_list)"~8.65~approach~39~1113015~57~1447460403~auto
111306_1447456944_15_4_4.38.py~"def num_common_letters(goal_word, guess):
	return len(set(goal_word).intersection(set(guess)))"~2.68~auto~49~111306~15~1447456944~auto
120718_1449536087_417_2_9.1.py~"def num_common_letters(goal_word, guess):
	l = []
	for g in guess:
		if g in set(goal_word) and g not in l:
			l += g 
	return len(l)"~7.92~approach~13~120718~417~1449536087~auto
111102_1447285135_25_4.py~"def num_common_letters(goal_word, guess):
	return len(set([word for word in guess if word in goal_word]))"~3.29~auto~8~111102~25~1447285135~auto
111103_1447286394_26_4.py~"def num_common_letters(goal_word, guess):
	return len(set([letter for letter in guess if letter in goal_word]))"~3.29~auto~38~111103~26~1447286394~auto
1114010_1447544293_257_2_8.38.py~"def num_common_letters(goal_word, guess):
	s = set(goal_word)
	a = set(guess)
	u = s.intersection(a)
	return len(u)"~6.8~approach~11~1114010~257~1447544293~auto
111311_1447460337_7_4_5.22.py~"def num_common_letters(goal_word, guess):
	unique_word = set(goal_word)
	unique_guess = set(guess)
	return len(unique_word.intersection(unique_guess))"~5.22~auto~35~111311~7~1447460337~auto
111304_1447460245_333_2_10.25.py~"def num_common_letters(goal_word, guess):
    uni_common_list = []
    l1=list(goal_word)
    l2=list(guess)
    common_list = [x for x in l1 if x in l2]
    common_set = set(common_list)
