~student_id~timestamp~time_taken~flog_score~code~sid~hints~type
control_120712_1449531398_77_2.61.py~120712~1449531398~77~3.29~"def num_common_letters(goal_word, guess):
	return len(set([character for character in goal_word if character in guess]))"~51~none~control
control_111710_1447804255_205_11.3.py~111710~1447804255~205~11.65~"def num_common_letters(goal_word, guess):
	count = 0
	lst = []
	for letter in goal_word:
		if letter in guess:
			if not letter in lst:
				count += 1
				lst += letter
	return count"~52~none~control
control_111904_1447993076_66_9.71.py~111904~1447993076~66~10.16~"def num_common_letters(goal_word, guess):
	goal_word, guess = list(goal_word), list(guess)
	common = []
	for char in guess:
		if char in goal_word and char not in common:
			common += [char]
	return len(common)"~53~none~control
control_120722_1449535708_65_3.9.py~120722~1449535708~65~4.38~"def num_common_letters(goal_word, guess):
    used = [x for x in goal_word if x in guess]
    return len(list(set(used)))"~54~none~control
control_1114018_1447544346_19_2.41.py~1114018~1447544346~19~3.13~"def num_common_letters(goal_word, guess):
	return len([char for char in goal_word if char in guess])"~55~none~control
control_120709_1449530701_72_12.84.py~120709~1449530701~72~13.3~"def num_common_letters(goal_word, guess):
	letters = []
	count = 0
	for x in goal_word:
		if x not in letters:
			letters.append(x)
	for g in guess:
		if g in letters:
			letters.remove(g)
			count += 1
	return count"~56~none~control
control_120805_1449614783_167_10.67.py~120805~1449614783~167~10.85~"def num_common_letters(goal_word, guess):
	w1, g2 = list(goal_word), list(guess)
	total, seen = 0, []
	for l1 in w1:
		for l2 in g2:
			if l1 is l2 and l1 not in seen:
				total += 1
				seen.append(l1)
	return total"~57~none~control
control_1114018_1447544158_198_2.61.py~1114018~1447544158~198~3.29~"def num_common_letters(goal_word, guess):
	return len(set([char for char in goal_word if char in guess]))"~55~none~control
control_111915_1447993474_189_6.99.py~111915~1447993474~189~9.21~"def num_common_letters(goal_word, guess):
	goal_word_characters = [n for n in goal_word]
	repeats = []
	umm = [repeats.append(n) for n in guess if n in goal_word_characters and n not in repeats]	
	return len(repeats)"~58~none~control
control_111709_1447799517_20_9.23.py~111709~1447799517~20~9.44~"def num_common_letters(goal_word, guess):
	answer, letters = 0, []
	for x in goal_word: 
		for y in guess:
			if x==y and x not in letters:  
				answer += 1
				letters.append(x)
	return answer"~59~none~control
control_120714_1449532615_1016_21.84.py~120714~1449532615~1016~21.73~"def num_common_letters(goal_word, guess):
	goal_word = sorted(list(''.join(set(goal_word))))
	guess = sorted(list(''.join(set(guess))))
	word_dict = {}
	repeat_list = []
	common_list = []
	word_dict[len(goal_word)], word_dict[len(guess)] = goal_word, guess
	shorterString = word_dict[min(len(goal_word),len(guess))]
	longerString = word_dict[max(len(goal_word),len(guess))]
	for i in range(min(len(goal_word),len(guess))):
		if shorterString[i] in longerString and shorterString[i] not in repeat_list:
			common_list.append(shorterString[i])
		repeat_list.append(shorterString[i])
	return len(common_list)"~60~none~control
control_120723_1449534235_19_3.63.py~120723~1449534235~19~4.92~"def num_common_letters(goal_word, guess):
	return sum([bool(l in goal_word) for l in set([l for l in guess])])"~61~none~control
control_120705_1449527020_43_10.68.py~120705~1449527020~43~10.68~"def num_common_letters(goal_word, guess):
	counter=0
	if guess in goal_word:
		return 1
	for j in range (0,len(goal_word)):
		for i in range (0,len(guess)):
			if guess[i] == goal_word[j]:
				counter+=1
	return counter"~62~none~control
control_120709_1449531620_6_12.84.py~120709~1449531620~6~13.3~"def num_common_letters(goal_word, guess):
	letters = [] 
	count = 0
	for x in goal_word: 
		if x not in letters:
			letters.append(x)
	for x in guess: 
		if x in letters:
			letters.remove(x)
			count += 1
	return count"~56~none~control
control_120710_1449531247_183_7.2.py~120710~1449531247~183~7.2~"def num_common_letters2(string1, string2):
    count = 0
    for letter in set(string1):
        if letter in set(string2):
            count += 1
    return count"~63~none~control
control_120707_1449528446_15_8.73.py~120707~1449528446~15~10.01~"def num_common_letters(goal_word, guess):
	count, used_letter = 0, []
	for letter in goal_word:
		if letter in guess and letter not in used_letter:
			count+=1
		used_letter+=[letter]
	return count"~64~none~control
control_120713_1449531544_24_3.71.py~120713~1449531544~24~4.22~"def num_common_letters(goal_word, guess):
    used = [letter for letter in goal_word if letter in guess]
    return len(set(used))"~65~none~control
control_120713_1449530798_746_6.99.py~120713~1449530798~746~7.54~"def num_common_letters(goal_word, guess):
    used = []
    for letter in goal_word:
        if letter not in used and letter in guess:
            used.append(letter)
    return len(used)"~65~none~control
control_120805_1449614412_1582_13.61.py~120805~1449614412~1582~13.75~"def num_common_letters(goal_word, guess):
	w1, g2 = list(goal_word), list(guess)
	total, seen = 0, []
	if not w1:
		return total
	for l1 in w1:
		for l2 in g2:
			if l1 is l2 and l1 not in seen:
				total += 1
				seen.append(l1)
				g2.remove(l2)
	return total"~57~none~control
control_120722_1449536330_451_2.61.py~120722~1449536330~451~3.29~"def num_common_letters(goal_word, guess):
    return len(set([letter for letter in guess if letter in goal_word]))"~54~none~control
control_120723_1449534768_47_2.86.py~120723~1449534768~47~3.49~"def num_common_letters(goal_word, guess):
	return len([l for l in set(goal_word) if l in set(guess)])"~61~none~control
control_111904_1447992871_525_11.19.py~111904~1447992871~525~11.5~"def num_common_letters(goal_word, guess):
	goal_word = list(goal_word)
	guess = list(guess)
	common = []
	for char in guess:
		if char in goal_word and char not in common:
			common += [char]
	return len(common)"~53~none~control
control_120722_1449534958_75_9.58.py~120722~1449534958~75~9.99~"def num_common_letters(goal_word, guess):
    count = 0
    list_of_used_letters = []
    for letter in goal_word:
        if letter in guess and letter not in list_of_used_letters:
            count += 1
            list_of_used_letters.append(letter)
    return count"~54~none~control
control_120102_1449528822_18_4.1.py~120102~1449528822~18~5.73~"def num_common_letters(goal_word, guess):
	checked_letters = []
	return len([checked_letters.append(letter) for letter in guess if letter in goal_word and letter not in checked_letters])"~66~none~control
control_120709_1449530941_96_16.4.py~120709~1449530941~96~15.87~"def num_common_letters(goal_word, guess):
	""""""
	Returns the number of common letters in the two words.
	""""""
	letters = [] 
	count = 0
