xaxis,yaxis,filename,cluster,flog
-2.638734916263685903e+01,-5.559257007157060393e+00,1.380000000000000000e+02,0.000000000000000000e+00,5.530000000000000249e+00
-2.165989068090469871e+01,-8.707150422682378377e+00,3.160000000000000000e+02,0.000000000000000000e+00,5.230000000000000426e+00
-2.117918032251529681e+01,-1.270675077190390567e+01,3.890000000000000000e+02,0.000000000000000000e+00,4.240000000000000213e+00
-2.137278942387348124e+01,-1.047193673226406219e+01,4.000000000000000000e+01,0.000000000000000000e+00,4.240000000000000213e+00
-2.254472428392546846e+01,-1.121248643693976987e+01,3.900000000000000000e+01,0.000000000000000000e+00,3.379999999999999893e+00
-1.806652114691613065e+01,-1.448590747399198619e+01,3.910000000000000000e+02,0.000000000000000000e+00,7.099999999999999645e+00
-2.402891807952058301e+01,-1.281021529421550120e+01,4.060000000000000000e+02,0.000000000000000000e+00,4.400000000000000355e+00
-2.357179889850817389e+01,-5.685812181373066210e+00,1.350000000000000000e+02,0.000000000000000000e+00,5.530000000000000249e+00
-2.238867110373748304e+01,-2.130282847298337856e+01,1.170000000000000000e+02,0.000000000000000000e+00,4.730000000000000426e+00
-1.898031248727215825e+01,-1.204298367622003774e+01,2.440000000000000000e+02,0.000000000000000000e+00,6.679999999999999716e+00
-2.502204787009306841e+01,-1.107989609949405541e+01,3.300000000000000000e+01,0.000000000000000000e+00,4.839999999999999858e+00
-2.222642787393784403e+01,-1.882609902940533431e+01,3.200000000000000000e+01,0.000000000000000000e+00,4.400000000000000355e+00
-2.500105906922318866e+01,-9.552795405226559566e+00,3.100000000000000000e+01,0.000000000000000000e+00,5.059999999999999609e+00
-2.374406108442701324e+01,-1.145556799135902004e+01,3.000000000000000000e+01,0.000000000000000000e+00,2.899999999999999911e+00
-2.251033194230718237e+01,-6.914281264567008201e+00,3.020000000000000000e+02,0.000000000000000000e+00,7.099999999999999645e+00
-2.374584128013539441e+01,-1.232738209990793443e+01,2.400000000000000000e+02,0.000000000000000000e+00,1.044000000000000057e+02
-2.124490812557066732e+01,-1.922688150415150687e+01,1.190000000000000000e+02,0.000000000000000000e+00,4.400000000000000355e+00
-2.230996635812660145e+01,-1.961399717984874513e+01,1.180000000000000000e+02,0.000000000000000000e+00,4.400000000000000355e+00
3.044498315158417512e+00,6.930749110138442859e+00,1.440000000000000000e+02,1.000000000000000000e+00,1.217999999999999972e+01
2.828606252362417806e+00,1.061559324926818704e+01,1.480000000000000000e+02,1.000000000000000000e+00,9.349999999999999645e+00
5.685401892987996142e+00,1.251657674885730431e+00,2.990000000000000000e+02,1.000000000000000000e+00,7.750000000000000000e+00
5.095242060963795616e+00,9.423495983656700048e+00,1.460000000000000000e+02,1.000000000000000000e+00,1.719000000000000128e+01
2.079832001813223918e+00,9.647144297625526832e+00,1.450000000000000000e+02,1.000000000000000000e+00,1.117999999999999972e+01
2.651176775328548452e+00,2.211023805169268108e+00,1.400000000000000000e+02,1.000000000000000000e+00,1.141999999999999993e+01
5.172581856482555196e+00,8.989201820540895227e+00,1.410000000000000000e+02,1.000000000000000000e+00,1.342999999999999972e+01
-1.266334017188278649e+00,1.308931672032486659e+01,3.010000000000000000e+02,1.000000000000000000e+00,9.240000000000000213e+00
2.272433895183696873e+00,3.102020445795961923e+00,1.330000000000000000e+02,1.000000000000000000e+00,1.182000000000000028e+01
4.334664688666906684e+00,4.616789677545669157e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.193999999999999950e+01
6.527473326901851003e+00,2.878809266555829360e+00,1.550000000000000000e+02,1.000000000000000000e+00,1.026009999999999991e+03
7.351805817736963844e-01,1.199978912092202599e+01,2.090000000000000000e+02,1.000000000000000000e+00,7.769999999999999574e+00
5.163621255947048461e+00,2.364241370579295065e+00,2.180000000000000000e+02,1.000000000000000000e+00,1.244999999999999929e+01
4.342020784277803358e+00,2.619899835529907683e+00,2.050000000000000000e+02,1.000000000000000000e+00,1.185999999999999943e+01
3.204994918212888511e+00,4.287514341094246895e+00,2.320000000000000000e+02,1.000000000000000000e+00,1.072000000000000064e+01
7.317743113128186039e+00,7.475769263404097309e+00,2.330000000000000000e+02,1.000000000000000000e+00,9.509999999999999787e+00
2.862488506607141936e+00,5.456863372403486068e+00,1.960000000000000000e+02,1.000000000000000000e+00,1.101999999999999957e+01
4.176730615286015968e+00,4.989871923814724219e+00,1.950000000000000000e+02,1.000000000000000000e+00,1.083999999999999986e+01
3.366756279214367709e+00,8.366768543712900907e+00,2.340000000000000000e+02,1.000000000000000000e+00,1.119999999999999929e+01
6.186727238443445742e+00,7.266266998794331577e+00,2.390000000000000000e+02,1.000000000000000000e+00,1.376999999999999957e+01
1.200003718667747021e+00,4.404639489462632618e+00,2.420000000000000000e+02,1.000000000000000000e+00,8.689999999999999503e+00
9.137333488731584907e+00,1.889892546467223378e+00,2.930000000000000000e+02,1.000000000000000000e+00,1.107000000000000028e+01
8.152814563829656080e+00,2.523349281054296345e+00,1.890000000000000000e+02,1.000000000000000000e+00,8.890000000000000568e+00
3.100614609425090151e+00,2.213599512950984227e+00,2.520000000000000000e+02,1.000000000000000000e+00,1.443999999999999950e+01
1.928205764986315129e+00,3.755644163053119655e+00,2.530000000000000000e+02,1.000000000000000000e+00,1.266999999999999993e+01
5.105459284435100109e+00,9.419720108050507079e+00,2.610000000000000000e+02,1.000000000000000000e+00,1.642999999999999972e+01
6.605701806860664327e+00,1.110737466111581817e+01,2.620000000000000000e+02,1.000000000000000000e+00,9.970000000000000639e+00
4.381902620579827712e+00,1.967492729259097795e+00,1.760000000000000000e+02,1.000000000000000000e+00,9.669999999999999929e+00
3.210284408195787531e+00,8.354594195219917196e+00,2.670000000000000000e+02,1.000000000000000000e+00,1.189000000000000057e+01
7.140157242369038038e+00,3.573066814796276969e+00,2.690000000000000000e+02,1.000000000000000000e+00,1.193999999999999950e+01
3.639452204863414142e+00,9.437720604564047377e+00,1.630000000000000000e+02,1.000000000000000000e+00,8.970000000000000639e+00
8.971104979988512085e+00,3.651991720688754661e+00,2.820000000000000000e+02,1.000000000000000000e+00,1.342999999999999972e+01
4.705031919755442438e+00,3.880272988461781924e+00,2.880000000000000000e+02,1.000000000000000000e+00,1.388000000000000078e+01
2.006151703374363660e+00,1.083551439122815374e+01,2.480000000000000000e+02,1.000000000000000000e+00,8.740000000000000213e+00
2.894694783083767042e+00,1.876319010079330551e+00,1.290000000000000000e+02,1.000000000000000000e+00,1.150999999999999979e+01
7.201105633079884605e+00,3.210822778230449259e+00,3.210000000000000000e+02,1.000000000000000000e+00,2.635999999999999943e+01
-1.529676672855717845e+00,1.288895676387283373e+01,6.700000000000000000e+01,1.000000000000000000e+00,8.740000000000000213e+00
4.583584960223641147e+00,8.643271869690735798e+00,3.450000000000000000e+02,1.000000000000000000e+00,1.041000000000000014e+01
1.089700359825190290e+01,2.005074814507512126e+00,7.500000000000000000e+01,1.000000000000000000e+00,1.138000000000000078e+01
2.707270486944895804e+00,4.857472920021632667e+00,3.620000000000000000e+02,1.000000000000000000e+00,1.544999999999999929e+01
-6.657067923333959136e-01,1.250628050824124848e+01,6.900000000000000000e+01,1.000000000000000000e+00,1.152999999999999936e+01
4.760792875783478095e+00,5.306020330278756525e+00,5.500000000000000000e+01,1.000000000000000000e+00,1.088000000000000078e+01
7.467378795259621782e+00,1.516472134099142055e+00,3.780000000000000000e+02,1.000000000000000000e+00,1.513000000000000078e+01
7.726459784016508792e+00,7.432678975634074092e+00,5.000000000000000000e+01,1.000000000000000000e+00,9.570000000000000284e+00
7.390174506593632842e+00,2.681401444353614050e+00,4.800000000000000000e+01,1.000000000000000000e+00,2.260000000000000142e+01
8.295897470877950042e+00,1.830517596859183804e+00,4.700000000000000000e+01,1.000000000000000000e+00,1.124000000000000021e+01
4.967957122031434913e+00,8.643098117847673123e+00,3.840000000000000000e+02,1.000000000000000000e+00,9.269999999999999574e+00
6.571465056612774802e+00,1.833148849108813039e+00,3.850000000000000000e+02,1.000000000000000000e+00,1.583999999999999986e+01
3.046122813868576085e+00,9.622172431947385363e+00,3.870000000000000000e+02,1.000000000000000000e+00,1.022000000000000064e+01
3.993468690687292710e+00,2.635247741083867723e+00,8.900000000000000000e+01,1.000000000000000000e+00,1.011999999999999922e+01
3.535798289992026167e+00,7.812253321314321042e+00,4.100000000000000000e+01,1.000000000000000000e+00,1.925000000000000000e+01
5.060537476046723881e+00,8.149297215693893648e+00,2.900000000000000000e+01,1.000000000000000000e+00,1.274000000000000021e+01
7.550442631601964827e+00,8.645598189048980586e+00,2.000000000000000000e+01,1.000000000000000000e+00,9.699999999999999289e+00
5.136769957881193172e+00,6.867908323234906298e+00,4.130000000000000000e+02,1.000000000000000000e+00,1.055000000000000071e+01
2.200812434523884420e+00,6.044809091240732180e+00,1.800000000000000000e+01,1.000000000000000000e+00,1.291000000000000014e+01
3.800334803699216835e+00,8.703189167228048362e+00,1.700000000000000000e+01,1.000000000000000000e+00,9.089999999999999858e+00
9.948448510832049507e+00,5.408945238310800541e+00,4.160000000000000000e+02,1.000000000000000000e+00,8.210000000000000853e+00
3.462631778041066699e+00,7.135320587148919813e+00,1.400000000000000000e+01,1.000000000000000000e+00,1.623999999999999844e+01
4.622328551761500370e-01,1.225526522914650940e+01,9.000000000000000000e+00,1.000000000000000000e+00,9.060000000000000497e+00
8.286569077656945836e+00,1.874660461166381298e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.124000000000000021e+01
3.138983396370041312e+00,5.250707192329149287e+00,4.220000000000000000e+02,1.000000000000000000e+00,1.119999999999999929e+01
-2.493427025443683576e+01,-2.250139211106779946e+00,3.000000000000000000e+00,1.000000000000000000e+00,9.570000000000000284e+00
2.496809903577126288e+00,1.112713439149230332e+01,1.000000000000000000e+00,1.000000000000000000e+00,7.240000000000000213e+00
3.444649630676857921e+00,2.020634609275894888e+00,3.700000000000000000e+01,1.000000000000000000e+00,9.300000000000000711e+00
2.270867311629264584e+00,4.080059554807350608e+00,3.440000000000000000e+02,1.000000000000000000e+00,1.178999999999999915e+01
4.291543826099587733e+00,8.015383667380538313e+00,2.150000000000000000e+02,1.000000000000000000e+00,1.114000000000000057e+01
6.346835912299525262e+00,2.310409258564663837e+00,3.220000000000000000e+02,1.000000000000000000e+00,1.391000000000000014e+01
3.489405726063464996e+00,2.484700260807329641e+00,3.410000000000000000e+02,1.000000000000000000e+00,1.242999999999999972e+01
5.481403857173243743e+00,4.949351163948051635e+00,3.200000000000000000e+02,1.000000000000000000e+00,1.049000000000000021e+01
4.130475624299698723e+00,8.987220086800324026e+00,1.160000000000000000e+02,1.000000000000000000e+00,1.119999999999999929e+01
4.784314995485577926e-01,1.307416038209148645e+01,1.030000000000000000e+02,1.000000000000000000e+00,7.580000000000000071e+00
1.032377655003303651e+01,2.717064810753425874e+00,1.010000000000000000e+02,1.000000000000000000e+00,1.110999999999999943e+01
4.241143025314843662e+00,3.204004595344431827e+00,1.130000000000000000e+02,1.000000000000000000e+00,1.119999999999999929e+01
2.028673434198655201e+00,1.034324173735734043e+01,3.290000000000000000e+02,1.000000000000000000e+00,9.779999999999999361e+00
2.272434043113259250e+00,3.102021008770583066e+00,3.310000000000000000e+02,1.000000000000000000e+00,1.182000000000000028e+01
4.941122130297078918e+00,7.869006699900909396e+00,3.190000000000000000e+02,1.000000000000000000e+00,1.317999999999999972e+01
8.711146855008946588e+00,1.741500904921183590e+01,3.980000000000000000e+02,2.000000000000000000e+00,5.290000000000000036e+00
1.039619956715230664e+01,1.601252576126177729e+01,4.020000000000000000e+02,2.000000000000000000e+00,5.919999999999999929e+00
7.329271221495064381e+00,1.743571645563204342e+01,4.040000000000000000e+02,2.000000000000000000e+00,8.849999999999999645e+00
4.195981563369430845e+00,1.830228183373994000e+01,4.050000000000000000e+02,2.000000000000000000e+00,5.290000000000000036e+00
2.318704363668492086e+00,1.445537937613897128e+01,4.080000000000000000e+02,2.000000000000000000e+00,7.440000000000000391e+00
1.745483952624362844e+00,1.583885214511242090e+01,4.110000000000000000e+02,2.000000000000000000e+00,6.530000000000000249e+00
5.358820792267154687e+00,1.809932311092799040e+01,2.250000000000000000e+02,2.000000000000000000e+00,5.230000000000000426e+00
6.845597007101508424e+00,1.609984313936762135e+01,2.240000000000000000e+02,2.000000000000000000e+00,1.079000000000000057e+02
1.116028016966351544e+01,1.496843254558026537e+01,3.180000000000000000e+02,2.000000000000000000e+00,5.919999999999999929e+00
4.706003558153528665e+00,1.864837813336324857e+01,3.170000000000000000e+02,2.000000000000000000e+00,5.290000000000000036e+00
3.321680038400709467e+00,1.700879665531040885e+01,3.000000000000000000e+02,2.000000000000000000e+00,5.740000000000000213e+00
1.256637270730573697e+01,1.442029231863851635e+01,3.140000000000000000e+02,2.000000000000000000e+00,6.599999999999999645e+00
4.917590169531270483e+00,1.957909423203817667e+01,4.180000000000000000e+02,2.000000000000000000e+00,7.099999999999999645e+00
1.550946083634009831e+01,1.206629936835010675e+01,3.110000000000000000e+02,2.000000000000000000e+00,5.690000000000000391e+00
2.039273161194225192e+00,1.652800545769542140e+01,3.100000000000000000e+02,2.000000000000000000e+00,6.530000000000000249e+00
8.016555863741993804e+00,1.360291827659869135e+01,3.040000000000000000e+02,2.000000000000000000e+00,7.969999999999999751e+00
5.271188734979403101e+00,1.848470173688927787e+01,3.080000000000000000e+02,2.000000000000000000e+00,5.709999999999999964e+00
3.201419320938991397e+00,1.750030041038979078e+01,2.410000000000000000e+02,2.000000000000000000e+00,7.900000000000000355e+00
1.410180173695207451e+01,1.347288826947121620e+01,3.950000000000000000e+02,2.000000000000000000e+00,8.150000000000000355e+00
2.693143215355724873e+00,1.774983647483970728e+01,3.420000000000000000e+02,2.000000000000000000e+00,6.129999999999999893e+00
6.243709631149377159e+00,1.883877806848882486e+01,2.170000000000000000e+02,2.000000000000000000e+00,5.230000000000000426e+00
8.478588114273401644e+00,1.099986106530046825e+01,2.800000000000000000e+02,2.000000000000000000e+00,9.349999999999999645e+00
4.162368881056515590e+00,1.758668272945337208e+01,3.460000000000000000e+02,2.000000000000000000e+00,7.900000000000000355e+00
8.875805560387854953e+00,1.008707651114828074e+01,2.780000000000000000e+02,2.000000000000000000e+00,8.449999999999999289e+00
5.431857275464685664e+00,1.930082847360775489e+01,3.470000000000000000e+02,2.000000000000000000e+00,6.129999999999999893e+00
8.238915597458969842e+00,1.296403145915989974e+01,3.480000000000000000e+02,2.000000000000000000e+00,8.400000000000000355e+00
5.513427343308618944e+00,2.196038210216655884e+01,3.540000000000000000e+02,2.000000000000000000e+00,5.230000000000000426e+00
5.547801333243373101e+00,2.201279677547717029e+01,3.570000000000000000e+02,2.000000000000000000e+00,5.230000000000000426e+00
7.733182938877951607e+00,1.709642941790402304e+01,3.400000000000000000e+02,2.000000000000000000e+00,6.599999999999999645e+00
1.027685922719433798e+01,1.587481646745296615e+01,2.910000000000000000e+02,2.000000000000000000e+00,6.530000000000000249e+00
8.015505193688376551e+00,1.259302104976293535e+01,3.350000000000000000e+02,2.000000000000000000e+00,7.660000000000000142e+00
9.654735167395216422e+00,1.684782456805069728e+01,3.930000000000000000e+02,2.000000000000000000e+00,6.679999999999999716e+00
9.026044300841775225e+00,1.329106010010542249e+01,3.060000000000000000e+02,2.000000000000000000e+00,7.099999999999999645e+00
7.748529472582363020e+00,1.775452573563391923e+01,3.690000000000000000e+02,2.000000000000000000e+00,5.290000000000000036e+00
7.474031242128191366e+00,1.978693400898318799e+01,3.730000000000000000e+02,2.000000000000000000e+00,7.099999999999999645e+00
7.556715148886163469e+00,1.256792150532909424e+01,3.320000000000000000e+02,2.000000000000000000e+00,7.459999999999999964e+00
1.357848257697512384e+00,1.483564219986135413e+01,3.790000000000000000e+02,2.000000000000000000e+00,6.280000000000000249e+00
8.617705515107065395e+00,1.465213850228339609e+01,2.970000000000000000e+02,2.000000000000000000e+00,8.339999999999999858e+00
9.346536926930788525e+00,1.069119125644608381e+01,2.560000000000000000e+02,2.000000000000000000e+00,9.570000000000000284e+00
2.470929097433450128e+00,1.551386556178520237e+01,2.540000000000000000e+02,2.000000000000000000e+00,6.530000000000000249e+00
6.577068253155646360e+00,1.931680715142148586e+01,3.250000000000000000e+02,2.000000000000000000e+00,6.129999999999999893e+00
9.958623724665224941e+00,1.682599375325145630e+01,3.240000000000000000e+02,2.000000000000000000e+00,6.280000000000000249e+00
8.764600333217400063e+00,1.665657384147525377e+01,2.860000000000000000e+02,2.000000000000000000e+00,7.000000000000000000e+00
8.642317064414548611e+00,1.418953762847443834e+01,3.650000000000000000e+02,2.000000000000000000e+00,6.660000000000000142e+00
8.543054980440087931e+00,1.010436273958393194e+01,3.070000000000000000e+02,2.000000000000000000e+00,7.809999999999999609e+00
5.601632415233485318e+00,1.699153893388553982e+01,4.250000000000000000e+02,2.000000000000000000e+00,7.940000000000000391e+00
1.034602662711569820e+01,1.493414204574984794e+01,1.800000000000000000e+02,2.000000000000000000e+00,6.320000000000000284e+00
1.288430166530121390e+01,1.372080593825126549e+01,9.900000000000000000e+01,2.000000000000000000e+00,7.900000000000000355e+00
5.547256016049151306e+00,2.201450288294775248e+01,5.200000000000000000e+01,2.000000000000000000e+00,5.230000000000000426e+00
1.391199017459638121e+01,1.318755056986242025e+01,5.300000000000000000e+01,2.000000000000000000e+00,7.320000000000000284e+00
1.181666809718056754e+01,1.484530636100908296e+01,5.700000000000000000e+01,2.000000000000000000e+00,5.919999999999999929e+00
1.184763008332576284e+01,1.357401675600407920e+01,6.100000000000000000e+01,2.000000000000000000e+00,7.900000000000000355e+00
1.355230305439550342e+01,1.317610186126086624e+01,1.860000000000000000e+02,2.000000000000000000e+00,7.320000000000000284e+00
9.317922177638367387e+00,1.473210689214862690e+01,6.300000000000000000e+01,2.000000000000000000e+00,9.130000000000000782e+00
1.003956848884046416e+01,1.533734890876643675e+01,1.840000000000000000e+02,2.000000000000000000e+00,8.660000000000000142e+00
7.215015694962661819e+00,1.308911530106603927e+01,1.830000000000000000e+02,2.000000000000000000e+00,8.449999999999999289e+00
2.967524046381562641e+00,1.619831614051178903e+01,1.820000000000000000e+02,2.000000000000000000e+00,6.530000000000000249e+00
1.215669055780551622e+00,1.686961970302154512e+01,7.300000000000000000e+01,2.000000000000000000e+00,6.129999999999999893e+00
7.480558457785389415e+00,1.964339246262127858e+01,1.610000000000000000e+02,2.000000000000000000e+00,6.740000000000000213e+00
